timestamp_ms,Ax,Ay,Az,Gx,Gy,Gz,label
9732,7788,10360,-13232,1372,2432,-1087,SHAKING
9742,7804,10032,-13436,1215,2054,-1164,SHAKING
9752,7736,9924,-13580,876,1711,-1142,SHAKING
9762,7764,10068,-13892,471,1216,-1220,SHAKING
9772,7736,10108,-14120,163,803,-1488,SHAKING
9782,7648,10060,-14360,125,295,-1795,SHAKING
9792,7456,9992,-14252,573,-214,-1979,SHAKING
9802,7328,9824,-14144,1222,-479,-2138,SHAKING
9812,7368,9536,-14192,1803,-543,-2397,SHAKING
9822,7372,9112,-14696,2084,-658,-2637,SHAKING
9832,7268,8184,-15840,2268,-991,-2669,SHAKING
9842,6948,7132,-16832,2099,-1670,-2379,SHAKING
9852,6460,6020,-17468,1715,-2378,-1802,SHAKING
9862,5500,4476,-18792,1418,-2900,-1149,SHAKING
9872,5084,2028,-21216,1727,-3617,-102,SHAKING
9882,5072,-252,-24932,2858,-5485,1870,SHAKING
9892,5060,-1608,-26544,4310,-8061,4535,SHAKING
9902,4976,-2484,-27240,4873,-10545,7250,SHAKING
9912,4416,-3396,-28044,4305,-12979,9775,SHAKING
9922,4804,-3776,-28288,3175,-15675,12556,SHAKING
9932,5512,-3240,-28032,1519,-18006,15812,SHAKING
9942,7492,-1480,-27280,-444,-20076,19039,SHAKING
9952,10124,1348,-25520,-2645,-22050,22028,SHAKING
9962,12560,6356,-22060,-4844,-23717,24355,SHAKING
9972,15264,13192,-16188,-7841,-24925,25545,SHAKING
9982,18476,21308,-8432,-11358,-24145,25191,SHAKING
9992,21092,30996,-212,-15393,-21863,23103,SHAKING
10002,22636,32767,9468,-19599,-18211,17728,SHAKING
10012,21916,32767,16488,-20682,-11709,7069,SHAKING
10022,20708,32767,19300,-15104,-3222,-8528,SHAKING
10032,22344,32767,16120,-2376,4308,-23803,SHAKING
10042,24776,32767,10300,13580,8718,-32768,SHAKING
10052,25488,31416,5420,25494,10299,-32768,SHAKING
10062,26004,21048,2260,31458,11654,-32768,SHAKING
10072,24736,10560,-2260,32066,13366,-32768,SHAKING
10082,21960,-120,-8632,29405,13966,-32768,SHAKING
10092,19396,-12080,-14820,24487,12666,-32768,SHAKING
10102,14724,-21352,-21032,20232,10675,-32768,SHAKING
10112,8056,-28804,-25652,15814,6780,-32768,SHAKING
