timestamp_ms,Ax,Ay,Az,Gx,Gy,Gz,label
7002,-3576,13072,9084,-580,581,-164,TWISTING
7012,-3612,13180,9112,-689,618,-265,TWISTING
7022,-3676,13216,9072,-664,698,-342,TWISTING
7032,-3740,13312,9064,-750,611,-413,TWISTING
7042,-3960,13524,9120,-863,574,-588,TWISTING
7052,-4144,13632,9408,-991,551,-791,TWISTING
7062,-4372,13856,9440,-1304,353,-1162,TWISTING
7072,-4676,14212,9672,-1849,-29,-1685,TWISTING
7082,-5016,14496,9776,-2500,-555,-2297,TWISTING
7092,-5736,14920,10340,-3622,-1379,-3265,TWISTING
7102,-6180,15180,10080,-5140,-2904,-4590,TWISTING
7112,-6352,15376,10160,-6882,-4853,-6007,TWISTING
7122,-6200,14928,10136,-8380,-6127,-7459,TWISTING
7132,-6136,15012,10128,-9943,-7604,-8481,TWISTING
7142,-7292,15404,10612,-12148,-10246,-9856,TWISTING
7152,-8268,16588,11508,-14996,-12888,-11796,TWISTING
7162,-9972,17288,12564,-18765,-16319,-13812,TWISTING
7172,-11324,17568,12408,-23423,-20769,-15950,TWISTING
7182,-12944,18080,11716,-28544,-25833,-18348,TWISTING
7192,-13276,17528,10380,-32768,-30657,-21225,TWISTING
7202,-12412,17548,10080,-32768,-32768,-24056,TWISTING
7212,-11972,16872,9364,-32768,-32768,-27188,TWISTING
7222,-11524,15716,8728,-32768,-32768,-30155,TWISTING
7232,-10388,14744,8736,-32768,-32768,-32768,TWISTING
7242,-9048,13492,8552,-32768,-30998,-32768,TWISTING
7252,-7772,10804,7544,-32768,-27505,-32768,TWISTING
7262,-6328,8756,6356,-32768,-24344,-32768,TWISTING
7272,-4344,6216,4916,-29149,-21795,-32768,TWISTING
7282,-3200,3332,4628,-23227,-19913,-32768,TWISTING
7292,-2664,1184,5272,-16338,-17120,-32768,TWISTING
7302,-2572,216,6612,-9303,-14898,-32768,TWISTING
7312,-2860,1340,8728,-2929,-12906,-32672,TWISTING
7322,-3216,2680,10164,2176,-12054,-32733,TWISTING
7332,-3660,3456,11348,5902,-12256,-32768,TWISTING
7342,-3364,4484,13064,8321,-12673,-32768,TWISTING
7352,-2684,5072,13524,9690,-13699,-32768,TWISTING
7362,-1724,5940,13324,10967,-14948,-32768,TWISTING
7372,504,7252,13668,11532,-17064,-32768,TWISTING
7382,1884,7160,12560,11985,-20126,-32768,TWISTING
7392,2820,8148,12752,12144,-22499,-32768,TWISTING
7402,3864,9248,13348,12322,-23990,-32768,TWISTING
7412,6224,4072,7392,16178,-23405,-32768,TWISTING
7422,6260,7928,15692,11754,-26181,-32768,TWISTING
7432,10224,6200,14640,11162,-26501,-32768,TWISTING
7442,8552,8216,13344,11289,-23014,-32768,TWISTING
7452,6008,9340,12192,11585,-22490,-32768,TWISTING
7462,4964,11296,12128,10351,-24583,-32768,TWISTING
7472,5220,11672,13148,8362,-25859,-32768,TWISTING
7482,9180,8768,16228,6446,-23314,-32768,TWISTING
7492,13556,6344,17816,4492,-18846,-29004,TWISTING
7502,12036,8228,14900,2932,-17495,-23599,TWISTING
7512,8080,11780,11724,2233,-18856,-20240,TWISTING
7522,5088,13408,10632,2092,-20955,-19438,TWISTING
7532,4532,12824,12348,2581,-20184,-19810,TWISTING
7542,5516,11996,15684,2149,-18486,-19448,TWISTING
7552,5280,11484,16104,-51,-18773,-17341,TWISTING
7562,4568,12476,16144,-4094,-18946,-15396,TWISTING
