recording_id,true_label,n_windows,pct_predicted_FALL,pct_predicted_TWISTING,pct_correct,avg_FALL_proba,max_FALL_proba,avg_TWISTING_proba,max_TWISTING_proba,v5_saw_in_training,v5_saw_in_its_own_test,v5_never_saw_this_recording,dist_to_NORMAL_centroid,dist_to_FALL_centroid,dist_to_TWISTING_centroid,closer_to_FALL_than_NORMAL,closer_to_TWISTING_than_NORMAL,statistical_outlier_features,raw_quality_problems,saturation_pct_of_samples,saturation_max_consecutive_run,suspicion_score,classification
normal_006,NORMAL,18,0.0,0.0,100.0,0.0017632030649110675,0.010501365177333355,8.26974501251243e-05,0.000340888713253662,True,False,False,1.7485521151856998,2.6554874600505536,6.143907901582609,False,False,,,0.0,0,0.42687238135840744,NO_PROBLEM_FOUND
normal_001,NORMAL,19,0.0,0.0,100.0,0.0008019788656383753,0.01054671686142683,2.7670341296470724e-05,0.0001431153214070946,True,False,False,2.0444879123216997,3.0993429952035285,6.428221168098552,False,False,,,0.0,0,0.4247309808852151,NO_PROBLEM_FOUND
normal_005,NORMAL,18,0.0,0.0,100.0,0.002852602628991008,0.010095549747347832,0.00012345165305305272,0.00037478137528523803,True,False,False,2.4368916059973147,3.561852893683281,6.774852015093623,False,False,,,0.0,0,0.41131761739961803,NO_PROBLEM_FOUND
normal_012,NORMAL,39,0.0,0.0,100.0,0.000518369022756815,0.008016012609004974,2.7085394322057255e-05,0.00014464436389971524,True,False,False,3.3739617258808736,4.337520350202505,7.767740619463782,False,False,,,0.0,0,0.3235333916381933,NO_PROBLEM_FOUND
normal_019,NORMAL,39,0.0,0.0,100.0,0.001276221009902656,0.0072861784137785435,4.229518526699394e-05,0.00014637503772974014,True,False,False,1.7748062061141012,2.9614125792460744,6.127020781359585,False,False,,,0.0,0,0.29437463730573654,NO_PROBLEM_FOUND
normal_021,NORMAL,9,0.0,0.0,100.0,0.0016085817478597164,0.006304471753537655,0.00012068217620253563,0.00034355177194811404,True,False,False,1.379091886580108,2.457976419287235,5.764598316150339,False,False,,,0.0,0,0.2590499055804685,NO_PROBLEM_FOUND
normal_033,NORMAL,19,0.0,0.0,100.0,0.0005333811277523637,0.004813967738300562,0.00033421145053580403,0.0017405498074367642,True,False,False,0.8991791879162954,1.5562038443642812,3.6797369533661484,False,False,,,0.0,0,0.22736970568075776,NO_PROBLEM_FOUND
normal_009,NORMAL,19,0.0,0.0,100.0,0.0012413539225235581,0.004731246270239353,9.749204764375463e-05,0.0004912588628940284,True,False,False,2.104497481224937,3.183101871897606,6.49028478095436,False,False,,,0.0,0,0.1990750280674547,NO_PROBLEM_FOUND
normal_004,NORMAL,19,0.0,0.0,100.0,0.0007468371768482029,0.0047722626477479935,5.2205414249328896e-05,0.00011655717389658093,True,False,False,2.413789598682647,3.493561489279429,6.79120116242658,False,False,,,0.0,0,0.19322164938785136,NO_PROBLEM_FOUND
normal_002,NORMAL,19,0.0,0.0,100.0,0.0008502095006406307,0.004719899967312813,3.921333700418472e-05,0.00014434821787290275,True,False,False,2.052696198069763,3.1557818519441168,6.403720638481386,False,False,,,0.0,0,0.19168296304997057,NO_PROBLEM_FOUND
normal_013,NORMAL,39,0.0,0.0,100.0,0.0001976933708647266,0.0007674655062146485,2.0804553059861064e-05,4.575898856273852e-05,True,False,False,3.780179970192801,4.75985982539967,8.156495215809905,False,False,,,0.0,0,0.03161380001984071,NO_PROBLEM_FOUND
