timestamp_ms,Ax,Ay,Az,Gx,Gy,Gz,label
16892,14272,7468,1976,-520,172,-907,NORMAL
16902,14340,7552,1876,-290,531,-988,NORMAL
16912,14256,7616,1936,-118,747,-1011,NORMAL
16922,14332,7660,2320,-84,1354,-1071,NORMAL
16932,14180,7724,2172,-58,1727,-1035,NORMAL
16942,14072,7788,2340,-214,2163,-1022,NORMAL
16952,14012,7956,2384,-276,2772,-979,NORMAL
16962,13896,8092,2368,-274,3157,-1011,NORMAL
16972,13820,8100,2540,-225,3425,-1046,NORMAL
16982,13788,8180,2548,-239,3447,-1020,NORMAL
16992,13728,8268,2564,-147,3408,-1070,NORMAL
17002,13596,8236,2704,-85,3292,-1155,NORMAL
17012,13520,8380,2584,-24,3057,-1151,NORMAL
17022,13488,8292,2864,173,2826,-1065,NORMAL
17032,13324,8356,2844,341,2481,-1006,NORMAL
17042,13592,8552,3212,422,2267,-1049,NORMAL
17052,13568,8264,3284,602,1807,-955,NORMAL
17062,13512,8384,3232,621,1092,-1114,NORMAL
17072,13608,8468,3236,783,365,-1457,NORMAL
17082,13900,8356,3220,1052,-275,-1791,NORMAL
17092,14124,8712,3304,1315,-1024,-1910,NORMAL
17102,14124,8536,3236,1574,-1727,-1953,NORMAL
17112,14108,8624,3084,1589,-2422,-2137,NORMAL
17122,14228,8844,3032,1596,-2588,-2302,NORMAL
17132,14556,9040,2596,1796,-2235,-2417,NORMAL
17142,14916,9460,2160,2102,-1395,-2604,NORMAL
17152,15508,9580,2792,2429,-679,-2536,NORMAL
17162,15900,9384,2076,2803,-399,-2413,NORMAL
17172,16244,9980,1812,3224,-1018,-2305,NORMAL
17182,16992,10100,2492,3410,-1601,-3150,NORMAL
17192,16972,9220,2572,2366,-4276,-3257,NORMAL
17202,18072,8956,3772,-184,-8734,-4641,NORMAL
17212,20388,10160,1220,3169,-917,-7698,NORMAL
17222,18604,12684,892,-1474,-11828,-8025,NORMAL
17232,18644,11652,1880,-1435,-16504,-8924,NORMAL
17242,19156,12116,2728,-940,-16266,-9820,NORMAL
17252,20416,12560,2508,-1765,-17285,-9257,NORMAL
17262,22284,10780,476,-3098,-16355,-7091,NORMAL
17272,22848,10932,-1012,-4045,-13235,-4427,NORMAL
17282,21652,11028,-1956,-4172,-8524,-1423,NORMAL
17292,20120,10772,-2940,-3973,-3259,1515,NORMAL
17302,19128,9752,-4076,-3941,1342,4321,NORMAL
17312,18120,9308,-4716,-3464,5539,6443,NORMAL
17322,16276,9644,-3956,-2706,9017,7937,NORMAL
17332,14388,10016,-2836,-2013,12181,8997,NORMAL
17342,13664,9428,-2964,-1566,13966,9599,NORMAL
17352,12676,8848,-2852,-921,15260,9601,NORMAL
17362,12180,9324,-2280,41,15691,9036,NORMAL
17372,11740,9364,-1992,1419,15020,7940,NORMAL
17382,10640,9976,-600,3073,15005,6111,NORMAL
17392,11012,9428,-4,4466,14891,4657,NORMAL
17402,10748,8664,804,4634,13236,3492,NORMAL
17412,11456,9192,472,5512,13588,2792,NORMAL
17422,12028,8656,28,6339,14319,2682,NORMAL
17432,12404,8128,256,6820,15181,3001,NORMAL
17442,12384,7480,116,7074,16127,3460,NORMAL
17452,11980,6660,168,7138,16653,4089,NORMAL
17462,11204,7008,140,7241,17663,4468,NORMAL
17472,9852,8008,400,7912,19209,4327,NORMAL
17482,9508,8336,644,8634,21261,3873,NORMAL
17492,9340,8244,828,9337,23476,3264,NORMAL
17502,9184,8028,1116,9585,25285,2536,NORMAL
17512,10092,7548,1228,9692,26653,2349,NORMAL
